,userID,itemID,rating,SIDO
95,e000366,현대 프리미엄 아울렛 김포점,4.0,경기
96,e000369,경복궁,4.333333333333333,서울
97,e000369,열린 송현 녹지 광장,3.3333333333333335,서울
98,e000369,쌈지길,3.6666666666666665,서울
99,e000369,석파정,5.0,서울
100,e000371,헤이리 예술마을,5.0,경기
101,e000371,콩치노 콘크리트,5.0,경기
102,e000373,프로방스 마을,5.0,경기
103,e000375,실학박물관,4.333333333333333,경기
104,e000375,쉬자 파크,5.0,경기
105,e000376,화성행궁,4.333333333333333,경기
106,e000376,화성행궁,3.0,경기
107,e000379,파주출판 단지 근린공원,3.3333333333333335,경기
108,e000379,롯데 프리미엄 아울렛 파주점,4.0,경기
109,e000384,대한불교조계종 신륵사,5.0,경기
110,e000385,동막해수욕장,3.3333333333333335,인천
111,e000395,월미공원,4.333333333333333,인천
112,e000395,인천 차이나타운,3.3333333333333335,인천
113,e000403,이함 캠퍼스,4.666666666666667,경기
114,e000403,양평 물 맑은 시장,3.0,경기
115,e000406,재인폭포,4.333333333333333,경기
116,e000406,전곡선사 박물관,3.3333333333333335,경기
117,e000406,놀자 숲,3.6666666666666665,경기
118,e000407,제부도 해안산책로,4.0,경기
119,e000409,평택시 농업 생태원,4.0,경기
120,e000412,수원 화성,5.0,경기
121,e000412,수원 화성,5.0,경기
122,e000418,한탄강 생태경관 단지,3.0,경기
123,e000418,전곡선사 박물관,4.0,경기
124,e000422,남대문시장,3.3333333333333335,서울
125,e000422,국립고궁박물관,5.0,서울
126,e000422,대한민국역사박물관,5.0,서울
127,e000422,교보문고 광화문점,5.0,서울
128,e000422,명동거리,5.0,서울
129,e000422,국립중앙박물관,5.0,서울
130,e000429,현대 프리미엄 아울렛 김포점,5.0,경기
131,e000430,포레스트아웃팅스 송도점,5.0,인천
132,e000430,마이랜드,3.6666666666666665,인천
133,e000430,청라 호수 공원,4.333333333333333,인천
134,e000430,청라 호수 공원,5.0,인천
135,e000432,수원 KT위즈 파크,5.0,경기
136,e000432,효원공원 월화원,4.0,경기
137,e000432,행리단길,4.0,경기
138,e000432,수원 화성,4.0,경기
139,e000435,국립과천과학관,5.0,경기
140,e000435,마이 알레 과천 빌리지 카페,5.0,경기
141,e000438,전쟁기념관,4.666666666666667,서울
142,e000438,안녕 인사동,5.0,서울
143,e000438,인사동 문화의 거리,5.0,서울
144,e000438,서대문형무소 역사관,5.0,서울
145,e000438,서울숲,5.0,서울
146,e000438,인사동 문화의 거리,5.0,서울
147,e000438,조계사,5.0,서울
148,e000438,광화문광장,5.0,서울
149,e000438,탑골공원,5.0,서울
150,e000438,인사동 문화의 거리,5.0,서울
151,e000438,마로니에공원,5.0,서울
152,e000445,현대 프리미엄 아울렛 스페이스 원,4.333333333333333,경기
153,e000447,송추계곡,3.0,경기
154,e000448,인천도시 역사관,4.0,인천
155,e000450,롯데월드타워 롯데월드몰,4.666666666666667,서울
156,e000453,서울광장,5.0,서울
157,e000453,청계천,4.666666666666667,서울
158,e000453,경복궁,3.6666666666666665,서울
159,e000453,경복궁,3.6666666666666665,서울
160,e000453,광화문광장,5.0,서울
161,e000453,동대문디자인플라자,5.0,서울
162,e000453,동대문디자인플라자,5.0,서울
163,e000453,교보문고 광화문점,5.0,서울
164,e000453,롯데월드,3.0,서울
165,e000453,덕수궁,5.0,서울
166,e000453,한국은행 화폐박물관,5.0,서울
167,e000453,덕수궁,5.0,서울
168,e000454,통일부 판문점 견학안내소,5.0,경기
169,e000454,통일부 판문점 견학안내소,5.0,경기
170,e000460,스타필드 코엑스몰,5.0,서울
171,e000460,반포 한강공원,5.0,서울
172,e000473,성수동 카페거리,5.0,서울
173,e000473,뚝섬한강공원,5.0,서울
174,e000473,서울숲,5.0,서울
175,e000473,성수동 카페거리,5.0,서울
176,e000473,롯데월드타워 롯데월드몰,5.0,서울
177,e000473,석촌호수 산책길,5.0,서울
178,e000474,현대 프리미엄 아울렛 김포점,5.0,경기
179,e000477,양평 물 맑은 시장,4.0,경기
180,e000477,세미원,3.6666666666666665,경기
181,e000479,롯데시네마 성남중앙,5.0,경기
182,e000481,롯데월드타워 롯데월드몰,3.6666666666666665,서울
183,e000481,롯데월드,5.0,서울
184,e000482,더 현대 서울,4.0,서울
185,e000482,더 현대 서울,3.3333333333333335,서울
186,e000482,여의도공원,5.0,서울
187,e000486,매헌 시민의 숲,4.333333333333333,서울
188,e000490,덕수궁,3.6666666666666665,서울
189,e000490,서울시립미술관 서소문 본관,4.0,서울
190,e000490,국립현대미술관 서울관,5.0,서울
191,e000490,여의도 한강공원,3.3333333333333335,서울
192,e000491,산정호수,5.0,경기
193,e000491,돌담 병원,3.3333333333333335,경기
194,e000496,송도센트럴파크,5.0,인천
195,e000496,트리플 스트리트,5.0,인천
196,e000500,경기북부 어린이 박물관,5.0,경기
197,e000505,김포함상공원,3.3333333333333335,경기
198,e000507,청와대 본관,3.6666666666666665,서울
199,e000507,경복궁,4.333333333333333,서울
200,e000509,청계천,5.0,서울
201,e000509,광화문광장,4.0,서울
202,e000509,더 현대 서울,4.0,서울
203,e000509,KSPO DOME 올림픽 체조경기장,5.0,서울
204,e000509,아이파크몰 용산점,3.3333333333333335,서울
205,e000510,화성 융릉과 건릉,4.666666666666667,경기
206,e000510,용주사,4.0,경기
207,e000514,농협안성팜랜드,5.0,경기
208,e000521,아시안 해변,3.3333333333333335,인천
209,e000521,을왕리 해수욕장,4.0,인천
210,e000521,구읍뱃터,5.0,인천
211,e000524,에버랜드,5.0,경기
212,e000524,캐리비안베이,5.0,경기
213,e000526,국립현대미술관 과천관,4.0,경기
214,e000526,여의도 한강공원,4.333333333333333,서울
215,e000531,북한강,3.0,경기
216,e000533,마장호수 출렁다리,5.0,경기
217,e000535,현대백화점 중동점,4.333333333333333,경기
218,e000536,선유도공원,5.0,서울
219,e000536,현대백화점 목동점,4.0,서울
220,e000536,타임스퀘어,5.0,서울
221,e000541,화성 관광열차 안내소 연무대 매표소,3.6666666666666665,경기
222,e000541,화성행궁,4.0,경기
223,e000544,AK플라자 수원,4.0,경기
224,e000547,아침 고요 가족 동물원,5.0,경기
225,e000548,화담숲,4.666666666666667,경기
226,e000550,팔달산,5.0,경기
227,e000552,정약용 유적지 기념관,2.6666666666666665,경기
228,e000552,정약용 유적지 생가,3.6666666666666665,경기
229,e000557,용산 어린이 정원(용산공원 반환부지),4.666666666666667,서울
230,e000557,국립중앙박물관,4.0,서울
231,e000561,송도센트럴파크,5.0,인천
232,e000561,송도 타임스페이스,4.333333333333333,인천
233,e000561,더 하노이 풋앤바디 송도 타임스페이스점,5.0,인천
234,e000561,더 하노이 풋앤바디 송도 타임스페이스점,2.3333333333333335,인천
235,e000561,현대 프리미엄 아울렛 송도점,4.333333333333333,인천
236,e000561,현대 프리미엄 아울렛 송도점,4.0,인천
237,e000563,쌈지길,4.0,서울
238,e000563,남대문시장,2.0,서울
239,e000563,서울숲,4.666666666666667,서울
240,e000564,아쿠아 필드 하남,4.666666666666667,경기
241,e000564,아쿠아 필드 하남,4.666666666666667,경기
242,e000566,킨텍스 중앙공원,4.666666666666667,경기
243,e000566,킨텍스 제1전시장,5.0,경기
244,e000567,전곡선사 박물관,5.0,경기
245,e000567,재인폭포,5.0,경기
246,e000567,국립 아세안자연휴양림,3.0,경기
247,e000569,시흥갯골생태공원,5.0,경기
248,e000579,두물머리,5.0,경기
249,e000579,용문사,5.0,경기
250,e000584,가로수길,3.0,
251,e000584,카페 뭔지,4.0,서울
252,e000584,신세계백화점 본점,2.3333333333333335,서울
253,e000584,롯데백화점 본점,2.6666666666666665,서울
254,e000590,화성행궁,4.666666666666667,경기
255,e000590,행리단길,5.0,경기
256,e000590,수원 KT위즈 파크,5.0,경기
257,e000590,행리단길,5.0,경기
258,e000591,마이아트 뮤지엄,3.0,서울
259,e000591,롯데월드타워 롯데월드몰,5.0,서울
260,e000591,롯데월드타워 롯데월드몰,5.0,서울
261,e000591,석촌호수 서호,5.0,서울
262,e000591,석촌호수 산책길,5.0,서울
263,e000595,현대백화점 판교점,4.0,경기
264,e000599,덕수궁,3.3333333333333335,서울
265,e000599,경복궁,3.6666666666666665,서울
266,e000599,광화문광장,3.3333333333333335,서울
267,e000599,인사동 문화의 거리,3.0,서울
268,e000602,현대백화점 유플렉스 중동점,5.0,경기
269,e000602,안중근공원,5.0,경기
270,e000602,부천아트 벙커 B39,5.0,경기
271,e000603,창덕궁,5.0,서울
272,e000603,창경궁,5.0,서울
273,e000603,롯데월드,5.0,서울
274,e000603,청계천,5.0,서울
275,e000603,천주교 서울 대교구 주교좌 명동 대성당,5.0,서울
276,e000603,명동거리,5.0,서울
277,e000603,인사동 문화의 거리,5.0,서울
278,e000604,상동호수 공원,4.666666666666667,경기
279,e000604,부천아트 벙커 B39,5.0,경기
280,e000605,상동호수 공원,5.0,경기
281,e000605,스타필드 시티 부천,5.0,경기
282,e000607,세미원,3.0,경기
283,e000608,두타몰,3.3333333333333335,서울
284,e000608,동대문 역사 문화공원 동대문운동장 기념관,4.666666666666667,서울
285,e000608,코엑스,5.0,서울
286,e000612,하늘문화센터,4.0,인천
287,e000615,송월동 동화마을,5.0,인천
288,e000615,월미 바다역,4.333333333333333,인천
289,e000615,월미도,5.0,인천
290,e000618,롯데백화점 본점,4.0,서울
291,e000618,경복궁,4.0,서울
292,e000618,덕수궁,4.0,서울
293,e000620,현대 프리미엄 아울렛 김포점,4.666666666666667,경기
294,e000621,송도 타임스페이스,4.0,인천
295,e000621,더 하노이 풋앤바디 송도 타임스페이스점,5.0,인천
296,e000621,더 하노이 풋앤바디 송도 타임스페이스점,4.333333333333333,인천
297,e000621,스퀘어 원,5.0,인천
298,e000621,송도센트럴파크,5.0,인천
299,e000625,김포 장릉,4.333333333333333,경기
300,e000625,현대 프리미엄 아울렛 김포점,4.0,경기
301,e000627,송도센트럴파크,5.0,인천
302,e000637,에버랜드,5.0,경기
303,e000639,관악산 산림욕장,3.3333333333333335,
304,e000645,미사 경정공원 조정 카누경기장,5.0,경기
305,e000645,망월천,3.0,경기
306,e000646,마장호수 출렁다리,3.3333333333333335,경기
307,e000646,스타필드 고양,4.0,경기
308,e000647,정발산,5.0,경기
309,e000647,일산 호수공원,5.0,경기
310,e000647,광교호수공원,5.0,경기
311,e000648,인플럭스,5.0,
312,e000650,잠원한강공원,5.0,서울
313,e000650,반포 한강공원 달빛광장,5.0,서울
314,e000650,북촌 한옥마을,5.0,서울
315,e000650,서울공예 박물관,5.0,서울
316,e000650,열린 송현 녹지 광장,5.0,서울
317,e000650,현대백화점 판교점,5.0,경기
318,e000651,자라섬,4.0,경기
319,e000651,이화원,4.666666666666667,경기
320,e000651,호명호수,4.0,경기
321,e000655,상동호수 공원,5.0,경기
322,e000655,상동호수 공원,5.0,경기
323,e000655,부천중앙공원,5.0,경기
324,e000662,경의선 숲길,3.3333333333333335,서울
325,e000666,고척스카이돔,5.0,서울
326,e000669,한탄강 하늘다리,5.0,경기
327,e000669,포천아트밸리,5.0,경기
328,e000669,비둘기낭폭포,5.0,경기
329,e000669,전통술 박물관 산파원 본원,5.0,경기
330,e000672,물왕 호수,5.0,경기
331,e000673,현대 프리미엄 아울렛 송도점,5.0,인천
332,e000673,송도 한옥마을,5.0,인천
333,e000680,여의도 한강공원,3.3333333333333335,
334,e000680,IFC 몰,3.6666666666666665,서울
335,e000680,경복궁,3.6666666666666665,서울
336,e000680,국립민속박물관,3.6666666666666665,서울
337,e000680,타임스퀘어,3.6666666666666665,서울
338,e000680,국립중앙박물관,3.6666666666666665,서울
339,e000680,남산공원,3.0,서울
340,e000680,타임스퀘어,3.6666666666666665,서울
341,e000680,서울숲,3.3333333333333335,서울
342,e000680,IFC 몰,3.6666666666666665,서울
343,e000680,더 현대 서울,3.6666666666666665,서울
344,e000682,팔달공원,4.333333333333333,경기
345,e000682,수원 화성 화홍문,5.0,경기
346,e000682,화성행궁,5.0,경기
347,e000682,용연,4.0,
348,e000686,용인자연휴양림,4.0,경기
349,e000689,국립현대미술관 서울관,5.0,서울
350,e000691,서울숲 카페거리,5.0,
351,e000693,송도센트럴파크,5.0,인천
352,e000693,인천도시 역사관,4.333333333333333,인천
353,e000695,서울숲 카페거리,4.333333333333333,서울
354,e000695,서울숲 카페거리,3.3333333333333335,서울
355,e000695,그라운드 시 소 성수,5.0,서울
356,e000696,서울 장미축제,4.0,서울
357,e000696,서울어린이대공원,4.0,서울
358,e000699,율동 공원,3.6666666666666665,경기
359,e000699,뚝섬한강공원,5.0,서울
360,e000699,서울숲,5.0,서울
361,e000699,서울숲 카페거리,4.333333333333333,서울
362,e000700,강남역 지하상가,4.0,서울
363,e000700,신세계백화점 강남점,5.0,서울
364,e000700,반포 한강공원,5.0,서울
365,e000700,잠수교 지하보도,5.0,서울
366,e000700,코엑스,5.0,서울
367,e000700,코엑스,5.0,서울
368,e000700,스타필드 코엑스몰,5.0,서울
369,e000704,콩치노 콘크리트,5.0,경기
370,e000705,시흥 배곧 한울 공원,4.666666666666667,경기
371,e000705,배곧 생명공원,4.0,경기
372,e000705,오이도 빨강등대,4.0,경기
373,e000706,에버랜드,5.0,경기
374,e000709,부천 자연 생태공원 자연 생태 박물관,4.0,경기
375,e000709,부천 자연 생태공원,4.0,경기
376,e000715,오이도 선사유적공원,4.666666666666667,경기
377,e000715,오이도 빨강등대,5.0,경기
378,e000717,서울대공원 테마 가든,5.0,경기
379,e000717,서울대공원 어린이 동물원,5.0,경기
380,e000717,서울대공원 테마 가든,5.0,경기
381,e000717,AK플라자 금정,5.0,경기
382,e000718,갤러리아백화점 광교점,4.0,경기
383,e000718,광교호수공원,4.666666666666667,경기
384,e000718,앨리웨이 광교,5.0,경기
385,e000734,스타필드 고양,4.0,경기
386,e000734,서오릉,5.0,경기
387,e000737,경인아라뱃길,4.0,인천
388,e000737,계양산,4.666666666666667,인천
389,e000738,현대 프리미엄 아울렛 송도점,5.0,인천
390,e000738,송도센트럴파크,5.0,인천
391,e000746,렛츠 런 파크 서울,4.0,경기
392,e000746,여의도 물빛광장,4.0,서울
393,e000751,롯데월드타워 롯데월드몰,5.0,서울
394,e000752,교보문고 광화문점,2.6666666666666665,서울
395,e000752,국립현대미술관 서울관,5.0,서울
396,e000752,행주산성,5.0,경기
397,e000752,일산 호수공원,5.0,경기
398,e000760,여주 자전거 여행,4.666666666666667,경기
399,e000760,신세계 프리미엄 아울렛 여주,4.0,경기
400,e000761,두물머리,5.0,경기
401,e000761,수수 카페,4.333333333333333,경기
402,e000762,스퀘어 원,3.0,인천
403,e000762,소찬공원,3.6666666666666665,인천
404,e000762,송도센트럴파크,5.0,인천
405,e000765,서해랑 제부도 해상 케이블카 제부정류장,4.333333333333333,경기
406,e000767,수종사,4.666666666666667,경기
407,e000767,운길산,4.333333333333333,경기
408,e000767,현대 프리미엄 아울렛 스페이스 원,3.6666666666666665,경기
409,e000767,스타필드 하남,5.0,경기
410,e000771,화담숲,5.0,경기
411,e000774,자라섬,4.0,경기
412,e000782,강변 테크노마트,4.333333333333333,서울
413,e000785,미리내힐빙클럽찜질방,5.0,경기
414,e000785,미리내힐빙클럽찜질방,5.0,경기
415,e000785,두물머리,3.0,경기
416,e000787,트리플 스트리트,4.333333333333333,인천
417,e000787,송도센트럴파크,5.0,인천
418,e000789,운정 호수 공원,5.0,경기
419,e000789,롯데 프리미엄 아울렛 파주점,5.0,경기
420,e000789,파주 프리미엄 아울렛,5.0,경기
421,e000791,장안문,4.333333333333333,경기
422,e000791,행리단길,4.333333333333333,경기
423,e000791,광교역사 공원,4.333333333333333,경기
424,e000791,화성행궁,4.333333333333333,경기
425,e000793,현대백화점 디큐브시티점,4.666666666666667,서울
426,e000793,안양천,5.0,서울
427,e000794,서울특별시 교육청 남산도서관,5.0,서울
428,e000794,남산공원,4.666666666666667,서울
429,e000794,서울시립미술관 서소문 본관,4.333333333333333,서울
430,e000794,덕수궁,4.0,서울
431,e000794,서울광장,5.0,서울
432,e000801,스타필드 고양,5.0,경기
433,e000802,현대 프리미엄 아울렛 송도점,5.0,인천
434,e000802,송도센트럴파크,5.0,인천
435,e000803,광명 업사이클 아트센터,4.333333333333333,경기
436,e000804,IFC 몰,3.6666666666666665,서울
437,e000804,고척스카이돔,5.0,서울
438,e000804,고척스카이돔,5.0,서울
439,e000804,서울 식물원,5.0,서울
440,e000805,철도박물관,4.333333333333333,경기
441,e000807,서울숲,5.0,서울
442,e000807,LCDC 서울,3.6666666666666665,서울
443,e000810,더 현대 서울,5.0,서울
444,e000810,리움미술관,5.0,서울
445,e000811,상동호수 공원,5.0,경기
446,e000811,상동호수 공원,5.0,경기
447,e000812,남이섬,5.0,강원
448,e000812,가평 뮤직 빌리지 음악 역 1939,5.0,경기
449,e000817,마장호수,5.0,경기
450,e000817,문지리 535,5.0,경기
451,e000828,산정호수,4.0,경기
452,e000828,한탄강 지질공원센터,4.0,경기
453,e000828,한탄강 하늘다리,4.0,경기
454,e000828,한탄강 생태경관 단지,4.0,경기
455,e000828,전통술 박물관 산파원 본원,4.0,경기
456,e000830,서울대공원,5.0,경기
457,e000831,시흥 오이도 박물관,5.0,경기
458,e000838,광명동굴,5.0,경기
459,e000838,이케아 광명점,5.0,경기
460,e000841,장안문,3.6666666666666665,경기
461,e000841,한옥기술 전시관,3.3333333333333335,경기
462,e000841,방화수류정,3.6666666666666665,경기
463,e000841,팔달문시장,3.3333333333333335,경기
464,e000841,화성행궁,3.6666666666666665,경기
465,e000844,롯데월드,2.6666666666666665,서울
466,e000849,킨텍스 제2전시장,5.0,경기
467,e000850,수원 화성 박물관,4.333333333333333,경기
468,e000850,팔달공원,5.0,경기
469,e000850,화성행궁,5.0,경기
470,e000852,시몬스 테라스점,4.666666666666667,경기
471,e000852,롯데 프리미엄 아울렛 이천점,4.333333333333333,경기
472,e000856,서울숲,5.0,서울
473,e000856,뚝섬한강공원,4.0,서울
474,e000856,덕수궁 중명전,4.333333333333333,서울
475,e000856,서울광장,3.0,서울
476,e000856,덕수궁,4.666666666666667,서울
477,e000856,롯데월드타워 롯데월드몰,3.0,서울
478,e000856,롯데월드타워 롯데월드몰,3.0,서울
479,e000856,롯데월드타워 롯데월드몰,3.0,서울
480,e000856,스타필드 코엑스몰,1.6666666666666667,서울
481,e000859,롯데백화점 영등포점,5.0,서울
482,e000859,고척스카이돔,5.0,서울
483,e000859,서울숲,5.0,서울
484,e000859,고척스카이돔,5.0,서울
485,e000859,더 현대 서울,5.0,서울
486,e000861,광명동굴,5.0,경기
487,e000861,여의도 물빛광장,5.0,서울
488,e000861,통인시장,5.0,서울
489,e000861,남대문시장,4.0,서울
490,e000861,안녕 인사동,5.0,서울
491,e000861,광장시장,5.0,서울
492,e000861,남산공원 N서울타워,5.0,서울
493,e000861,SBA 서울 애니메이션 센터,5.0,서울
494,e000863,스타필드 하남,2.6666666666666665,경기
495,e000863,수원 화성,3.3333333333333335,경기
496,e000863,광교호수공원,5.0,경기
497,e000877,캐리비안베이,3.6666666666666665,경기
498,e000883,코엑스,5.0,서울
499,e000883,롯데백화점 강남점,5.0,서울
500,e000883,현대백화점 무역센터점,5.0,서울
501,e000883,롯데월드,5.0,서울
502,e000886,물향기 수목원,5.0,경기
503,e000889,방화수류정,5.0,경기
504,e000902,송월동 동화마을,4.0,인천
505,e000902,인천 차이나타운,3.3333333333333335,인천
506,e000902,신포국제시장,3.6666666666666665,인천
507,e000902,월미도,3.3333333333333335,인천
508,e000906,현대 프리미엄 아울렛 김포점,4.666666666666667,경기
509,e000907,행주산성,3.6666666666666665,경기
510,e000910,사패산,2.3333333333333335,경기
511,e000910,신세계백화점 의정부점,3.0,경기
512,e000914,SETEC,4.0,서울
513,e000917,롯데월드타워 롯데월드몰,5.0,서울
514,e000917,코엑스,4.333333333333333,서울
515,e000917,현대백화점 무역센터점,5.0,서울
516,e000917,잠실한강공원,5.0,서울
517,e000917,남산공원 N서울타워,5.0,서울
518,e000930,청계천,2.0,서울
519,e000930,열린 송현 녹지 광장,3.3333333333333335,서울
520,e000932,산정호수 둘레길,5.0,경기
521,e000935,국립수목원,5.0,경기
522,e000935,이마트 별내점,5.0,경기
523,e000935,서울 생활사 박물관,5.0,서울
524,e000936,송도센트럴파크,5.0,인천
525,e000936,송도센트럴파크,5.0,인천
526,e000942,가드너스,5.0,경기
527,e000946,현대백화점 판교점,4.0,경기
528,e000946,더 현대 서울,4.0,서울
529,e000946,서울 선릉과 정릉,4.333333333333333,서울
530,e000947,비둘기낭폭포,4.666666666666667,경기
531,e000947,한탄강 하늘다리,3.6666666666666665,경기
532,e000947,산정호수,3.3333333333333335,경기
533,e000947,국립수목원,4.666666666666667,경기
534,e000949,스타필드 코엑스몰,4.0,서울
535,e000949,코엑스,4.0,서울
536,e000950,두물머리,4.666666666666667,경기
537,e000951,동대문디자인플라자,3.0,서울
538,e000951,서울숲,5.0,서울
539,e000951,서대문형무소 역사관,5.0,서울
540,e000951,망원시장,5.0,서울
541,e000951,반포 한강공원,5.0,서울
542,e000951,에버랜드,5.0,경기
543,e000956,소마미술관,4.0,서울
544,e000956,뮤지엄 29,4.333333333333333,서울
545,e000959,오동근린공원,4.0,서울
546,e000959,오동근린공원,4.0,서울
547,e000961,현대 프리미엄 아울렛 송도점,5.0,인천
548,e000962,롯데몰 김포공항점,4.0,서울
549,e000964,양재천 자전거길,5.0,경기
550,e000966,프로방스 마을,2.6666666666666665,경기
551,e000966,헤이리 예술마을,4.0,경기
552,e000967,인천종합어시장,5.0,인천
553,e000967,포레스트아웃팅스 송도점,3.6666666666666665,인천
554,e000973,자라섬,5.0,경기
555,e000976,수원 프리미엄 아울렛,3.0,경기
556,e000976,롯데월드타워 롯데월드몰,5.0,서울
557,e000983,국립현대미술관 과천관,4.333333333333333,경기
558,e000983,서울대공원 어린이 동물원,4.333333333333333,경기
559,e000983,렛츠 런 파크 서울,5.0,경기
560,e000984,신세계 프리미엄 아울렛 여주,4.666666666666667,경기
561,e000986,롯데몰 수원점,3.6666666666666665,경기
562,e000986,롯데백화점 수원점,3.0,경기
563,e000987,시흥 프리미엄 아울렛,5.0,경기
564,e000987,오이도,3.3333333333333335,경기
565,e000992,한국만화 박물관,4.666666666666667,경기
566,e000993,고척스카이돔,5.0,서울
567,e000993,고척스카이돔,5.0,서울
568,e000993,부평공원,4.666666666666667,인천
569,e000993,롯데백화점 인천점,5.0,인천
570,e000993,아이파크몰 용산점,5.0,서울
571,e000994,크리스 월드 수상 레저,3.0,
572,e000995,국립중앙박물관,5.0,서울
573,e000995,스타필드 고양,5.0,경기
574,e000996,오두산 통일전망대,5.0,경기
575,e000996,헤이리 예술마을,5.0,경기
576,e000996,국립민속박물관 파주,5.0,경기
577,e000997,롯데 프리미엄 아울렛 이천점,5.0,경기
578,e000999,현대백화점 목동점,4.666666666666667,서울
579,e000999,망원시장,4.333333333333333,
580,e000999,타임스퀘어,4.333333333333333,
581,e001001,용문사,5.0,경기
582,e001009,아이파크몰 용산점,5.0,서울
583,e001012,일산 호수공원,5.0,경기
584,e001013,마장호수 출렁다리,4.0,경기
585,e001014,카페 19,5.0,경기
586,e001019,수원 화성 박물관,4.666666666666667,경기
587,e001019,화성행궁,4.0,경기
588,e001022,율곡수목원,3.6666666666666665,경기
589,e001022,스타필드 고양,5.0,경기
